City,State,Church,Pastor,Stat Year,Comm,Non Comm,Prof Child,Prof Adult,Trans Letter,Reaffirmation,Restored,Death,Trans,Removed From Roll,Discipline,Adult Bapt,Infant Bapt,Ruling Elders,Deacons,Family Units,Sunday School Attend,Small Group Attend,Est Morn Attend,Grades Included,Total Enrollment,Tithes & Offerings,Special Causes,Building Fund Offering,Other Contrib,Total Contrib,Other Income,Total Church Income,Administration,Discipleship Min.,Mission to N. America,Mission to the World,Covenant College,Covenant Seminary,Ridge Haven,Reformed University Ministries,PCA Office Building,Other,Presbytery Operation,Christian Education,Home Missions,Internat'l Missions,Other Presbytery Min,Local Ministries,Mercy Ministires,PCA Internat'l Missions,PCA Home Mission,Non-PCA Mission,PCA Schools,Non-PCA Schools,Total Benevolent Disbursements,Current Expenses,Building Fund,Total All Disbursements,Benevol Grand Total,Per Capita Giving
Pickens,MS,Shiloh Presbyterian Church,No Pastor Reported,2022,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,No Grades Included Reported,0,27070,0,0,0,27070,0,27070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2424,0,0,0,0,0,2424,0,0,2424,1.0,3383.75
Vaiden,MS,Shongalo Presbyterian Church,No Pastor Reported,2022,38,1,0,0,0,0,0,2,0,0,0,0,0,4,4,13,12,16,28,No Grades Included Reported,0,94306,565,0,600,95471,0,95471,429,375,1393,1607,482,536,214,964,0,450,1120,0,0,0,0,1570,500,0,0,537,0,500,10677,76110,8277,95064,0.112313809644029,2512.39473684211
Newberry,SC,Smyrna Presbyterian Church,Dan Ratchford,2022,161,35,0,9,0,0,0,2,0,0,0,0,2,4,8,84,46,16,101,No Grades Included Reported,0,165000,5000,37000,10000,217000,0,217000,300,0,250,0,400,400,250,0,0,0,2500,400,0,0,0,2000,0,5750,3425,4825,0,0,20500,160000,30000,210500,0.0973871733966746,1347.82608695652
Smyrna,GA,Smyrna Presbyterian Church,Joel Smit,2022,245,109,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,No Grades Included Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,906000,0,0,0,0,0,906000,901666,0,1807666,0.501198783403571,0.0
Boca Raton,FL,Spanish River Church,David Patrick Cassidy,2022,1493,0,13,27,16,43,6,8,3,6,0,5,24,13,39,875,150,660,1280,PKEM,530,5118315,0,636931,0,5755246,7148542,12903788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,43600,462384,0,141250,632686,0,0,1280270,10104147,1460932,12845349,0.0996679809945218,3854.81982585399
Ripley,MS,Spout Springs Presbyterian Church,Bradford Chandler,2022,29,1,0,0,0,0,0,0,2,0,0,0,0,4,1,16,18,0,30,No Grades Included Reported,0,75597,0,0,27,75624,2558,78182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2095,0,2000,0,3059,0,0,7154,64783,0,71937,0.0994481282233065,2607.72413793103
Spring,TX,Spring Cypress Presbyterian Church,Benjamin S. Duncan,2022,186,51,0,13,5,0,0,1,0,14,0,1,8,5,8,95,73,0,238,No Grades Included Reported,0,767855,26341,0,0,794196,2935,797131,1600,0,0,0,0,0,0,0,0,0,1386,0,0,0,0,0,20055,21341,10153,27404,0,0,81939,657650,0,739589,0.110789911694198,4269.87096774194
Port Orange,FL,Spruce Creek Presbyterian Church,Joshua D. Owen,2022,160,12,4,28,0,0,0,6,0,13,0,2,1,7,7,84,40,50,145,No Grades Included Reported,0,440409,8167,2736,1060,452372,1220,453592,0,0,0,0,0,0,0,0,0,0,1300,0,0,0,0,0,28126,9000,3800,26660,0,0,68886,288209,0,357095,0.192906649491032,2827.325
Columbia,SC,St. Andrews Presbyterian Church,F. Marc Rattray,2022,551,80,4,0,5,6,0,8,13,78,0,3,0,19,10,309,176,0,379,No Grades Included Reported,0,1777226,0,297963,20911,2096100,71106,2167206,4557,4557,23226,95994,6510,6510,2604,12240,0,2500,14892,700,0,0,0,8496,52332,0,12966,92212,0,0,340296,1581938,316620,2238854,0.151995619187316,3804.17422867514
Hollywood,FL,Park Road Presbyterian Church,Theodore Joseph Campo,2022,326,0,3,4,0,10,0,2,5,35,2,1,2,8,6,223,85,75,265,No Grades Included Reported,0,1150628,0,69016,0,1219644,112661,1332305,1700,0,0,14000,0,0,0,11000,0,0,2000,0,0,0,0,128377,13751,0,0,18780,0,0,189608,934091,69016,1192715,0.158971757712446,3741.23926380368
Chattanooga,TN,St. Elmo Presbyterian Church,Daniel Wells,2022,144,45,0,1,0,6,0,0,2,2,0,0,2,5,9,83,45,45,120,No Grades Included Reported,0,289450,5910,0,0,295360,1473,296833,450,300,300,13066,1460,600,0,350,0,235,3190,0,0,0,0,11050,21580,0,0,14986,0,1000,68567,201290,49729,319586,0.214549448348801,2051.11111111111
Clinton,MS,Pinehaven Presbyterian Church,Justin Salinas,2022,93,6,2,0,4,0,0,2,4,0,0,0,1,4,5,29,25,15,70,No Grades Included Reported,0,282057,6315,0,15000,303372,0,303372,85,0,0,8400,0,0,0,4550,0,0,1806,0,0,0,0,0,0,0,0,7477,0,2000,24318,253478,0,277796,0.0875390574378321,3262.06451612903
State College,PA,State College Korean Church,Kyu Hong Yeon,2022,88,31,9,0,37,0,0,0,17,2,0,1,5,1,1,28,22,35,80,No Grades Included Reported,0,111633,2075,0,4795,118503,5130,123633,350,0,1200,0,0,0,0,0,0,0,700,0,0,0,0,3600,1064,0,0,0,0,0,6914,98782,18585,124281,0.0556319952366009,1346.625
Richmond,VA,Stony Point Reformed Presbyterian Church,Steven N. Constable,2022,421,166,5,2,10,7,0,3,0,115,0,0,8,15,9,226,181,228,388,No Grades Included Reported,0,1506917,187250,15000,0,1709167,0,1709167,2100,1500,56125,42720,2250,1000,0,5000,0,0,6700,0,0,0,0,148435,13604,0,0,264234,0,0,543668,1002777,243000,1789445,0.303819340633548,4059.77909738717
Myrtle Beach,SC,Surfside Presbyterian Church,Brian Joseph Peterson,2022,408,49,4,0,19,0,0,5,0,89,0,1,1,11,7,178,82,0,251,PK,32,883132,46378,6366,31147,967023,221841,1188864,143,125,464,72938,161,179,71,321,0,0,7500,0,0,0,0,11789,19886,10425,10957,42314,0,0,177273,800621,309524,1287418,0.137696536789139,2370.15441176471
Midlothian,VA,Sycamore Presbyterian Church,Sean Sawyers,2022,338,51,3,3,17,0,11,2,10,32,1,1,4,11,10,216,160,130,360,No Grades Included Reported,0,1235759,31702,1622,0,1269083,13097,1282180,4513,2419,53572,36404,3455,3455,1382,600,0,0,5913,0,50500,0,0,19861,23922,0,0,62975,0,5526,274497,897054,44687,1216238,0.225693490912141,3754.68343195266
Tampa,FL,Tampa Bay Presbyterian Church,Freddy Fritz,2022,173,37,0,0,2,15,0,1,3,2,0,0,0,3,2,101,48,0,141,P,65,431937,18990,0,287,451214,5435,456649,306,306,1136,32563,393,437,175,6036,0,462,2500,0,0,0,0,1131,17870,0,0,11518,0,0,74833,326980,32117,433930,0.172454082455696,2608.17341040462
Lexington,KY,Tates Creek Presbyterian Church,Mark Randle,2022,747,141,7,2,21,36,0,1,6,72,0,2,24,24,22,361,151,0,567,PKEMH,498,2648340,108268,362440,1551203,4670251,448969,5119220,7000,0,0,0,0,0,0,30772,0,0,5000,0,0,0,0,3600,98529,71746,123811,119851,0,0,460309,4040875,271793,4772977,0.0964406490959416,6252.0093708166
Tchula,MS,Tchula Presbyterian Church,No Pastor Reported,2022,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,No Grades Included Reported,0,24854,0,0,0,24854,0,24854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,250,0,0,250,1.0,1553.375
York,SC,Temple Presbyterian Church,W. Gregory Marshall,2022,42,12,3,5,5,0,0,1,2,10,0,0,0,3,0,21,33,0,37,No Grades Included Reported,0,114016,0,0,110000,224016,0,224016,0,0,0,0,540,0,0,0,0,540,1584,0,0,0,0,400,0,0,0,0,0,0,3064,131257,0,134321,0.0228110273151629,5333.71428571429
Ridgeland,MS,Korean American Church of Jackson,Ki Won Jang,2022,30,10,3,0,2,0,0,0,0,0,0,0,1,0,22,26,5,30,30,No Grades Included Reported,0,61508,0,7570,1226,70304,0,70304,600,0,0,0,0,0,0,0,0,0,600,0,0,0,413,0,0,0,0,7480,0,0,9093,62131,7380,78604,0.11568113582006,2343.46666666667
Columbus,MS,Main Street Presbyterian Church,Aaron Suber,2022,216,56,0,0,2,10,0,2,5,0,0,0,4,5,6,106,55,50,107,P,47,532584,0,16927,0,549511,12512,562023,3200,1600,3000,0,0,0,0,2400,0,0,4000,0,0,0,0,0,28374,6650,10475,13475,2400,0,75574,308085,0,383659,0.196982215978252,2544.03240740741
Stockbridge,GA,The Rock Presbyterian Church,John Stovall,2022,59,16,0,0,0,2,0,1,0,2,0,0,0,3,1,25,0,0,50,No Grades Included Reported,0,152474,0,0,0,152474,3000,155474,400,0,0,4050,0,0,0,0,0,0,400,0,0,0,0,3600,212,0,0,4800,0,0,13462,133469,0,146931,0.0916212371793563,2584.30508474576
Birmingham,AL,Third Presbyterian Church,Michael Brock,2022,178,20,0,1,10,12,0,3,6,9,0,1,4,7,10,112,70,45,150,No Grades Included Reported,0,851009,1801,0,10450,863260,188,863448,0,0,0,4800,0,0,0,2000,0,30150,0,0,14601,10600,0,6158,15501,0,0,0,0,3600,87410,844621,0,932031,0.0937844342087334,4849.77528089888
Philadelphia,PA,Third Reformed Presbyterian Church,Casey Huckel,2022,85,31,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,No Grades Included Reported,0,158743,0,0,0,158743,0,158743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40015,0,0,0,0,0,40015,110184,0,150199,0.266413225121339,1867.56470588235
Centreville,MS,Thomson Memorial Presbyterian Church,Eric Alan Greene,2022,64,10,1,0,0,0,0,0,1,0,0,0,1,4,6,30,25,0,32,No Grades Included Reported,0,525214,632,0,300,526146,64,526210,700,1000,4000,2000,0,800,0,600,0,632,800,500,1300,0,0,3000,0,16000,2000,66502,700,0,100534,205787,0,306321,0.328198197315888,8221.03125
Timonium,MD,Timonium Presbyterian Church,Nick Ganas,2022,202,28,0,2,0,3,0,2,9,0,0,0,0,3,3,104,15,15,110,No Grades Included Reported,0,412279,500,0,59072,471851,4640,476491,2000,1500,0,13875,2500,2000,0,0,0,0,3000,0,0,0,0,6975,14112,0,1200,24526,0,0,71688,407332,10000,489020,0.146595231278884,2335.89603960396
Richardson,TX,Town North Presbyterian Church,David J. Rogers,2022,195,71,0,1,6,5,1,2,17,4,0,1,6,4,4,111,40,65,158,No Grades Included Reported,0,1201971,199665,0,33180,1434816,23940,1458756,1792,1568,5824,81320,2016,2240,896,4032,0,0,4800,0,7700,0,13200,9200,73702,2500,0,107251,0,12000,330041,839763,0,1169804,0.282133588190842,7358.03076923077
Harrisburg,PA,Trinity Presbyterian Church,John Hayward,2022,232,47,6,6,0,2,1,3,8,11,0,7,4,6,7,107,68,77,174,No Grades Included Reported,0,835080,0,0,0,835080,2819,837899,1525,672,6252,6862,1991,1608,0,4385,0,1835,6194,0,0,0,10504,14100,7500,44448,12564,9000,0,3000,132440,622911,0,755351,0.175335704857742,3599.48275862069
Plano,TX,Trinity Presbyterian Church,Jake Yohannan,2022,203,44,7,1,10,12,0,8,4,53,0,3,6,7,8,90,50,30,180,No Grades Included Reported,0,840597,25962,0,0,866559,0,866559,556,483,1837,2115,7250,713,278,1268,0,0,7000,0,0,0,12000,4551,17256,36900,0,57200,0,0,149407,708175,0,857582,0.174218908512539,4268.76354679803
Plano,TX,Trinity Presbyterian Church,Jake Yohannan,2022,203,44,7,1,10,12,0,8,4,53,0,3,6,7,8,90,50,30,180,No Grades Included Reported,0,840597,25962,0,0,866559,0,866559,556,483,1837,2115,7250,713,278,1268,0,0,7000,0,0,0,12000,4551,17256,36900,0,57200,0,0,149407,708175,0,857582,0.174218908512539,4268.76354679803
Asheville,NC,Trinity Presbyterian Church,Robert Recio,2022,211,37,6,0,4,0,0,4,32,84,0,0,0,7,3,104,56,0,114,No Grades Included Reported,0,577637,64296,0,0,641933,7405,649338,0,0,0,23136,0,0,0,13008,0,0,0,0,0,0,0,0,50019,0,0,47735,0,0,133898,380859,45180,559937,0.239130473606852,3042.336492891
Omaha,NE,Grace Central Church,Eric Tonjes,2022,112,34,3,7,14,0,0,0,0,10,0,0,1,5,5,58,0,68,106,No Grades Included Reported,0,465571,21071,25737,7832,520211,0,520211,980,980,3640,3640,3640,1400,0,1570,0,36165,3800,0,5800,0,0,1146,1726,9035,0,17800,0,0,91322,241344,110010,442676,0.206295349194445,4644.74107142857
Opelika,AL,Trinity Presbyterian Church,Chris M. Duncan,2022,254,59,3,1,6,14,0,3,1,11,0,5,9,6,8,124,135,100,235,KEMH,271,821277,0,0,46309,867586,34,867620,0,0,0,0,0,0,0,10000,0,0,10500,0,0,6000,3000,6000,6000,0,0,0,0,3600,45100,683880,0,728980,0.061867266591676,3415.69291338583
New Martinsville,WV,Trinity Presbyterian Church,Dennis Bills,2022,21,6,0,0,0,0,0,1,0,0,0,0,0,3,0,11,0,0,12,No Grades Included Reported,0,75500,0,0,0,75500,0,75500,450,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,800,0,0,1850,50500,0,52350,0.0353390639923591,3595.2380952381
Montgomery,AL,Trinity Presbyterian Church,Kurt Cooper,2022,1161,267,14,7,14,18,0,14,11,9,0,1,16,18,24,651,110,0,381,P,72,4109444,140360,949222,198402,5397428,250551,5647979,9040,7910,47380,161292,10170,11300,0,62090,0,2117,19146,0,0,45504,18025,177420,28602,0,0,595318,0,110675,1305989,2820686,1755925,5882600,0.222008805630164,4648.94745908699
Statesboro,GA,Trinity Presbyterian Church,Jim McCarthy,2022,230,43,4,1,10,2,0,2,5,17,0,2,6,8,11,90,100,50,200,PKEMH,0,625394,25151,0,10090,660635,151700,812335,1000,0,1000,27300,2600,0,0,10800,0,1000,8000,0,0,0,0,0,40270,17207,0,2100,0,2400,113677,609444,0,723121,0.15720328962926,2872.32608695652
Maryville,TN,Trinity Presbyterian Church,Jonathan Brooks,2022,41,0,0,0,4,0,0,0,0,0,0,0,0,3,5,20,12,0,30,No Grades Included Reported,0,97404,5719,880,6027,110030,0,110030,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6027,2090,3690,823,0,0,12830,81049,0,93879,0.136665281905431,2683.65853658537
Chester,SC,Trinity Presbyterian Church,Richard John Wheeler,2022,49,8,0,0,0,0,0,3,0,0,0,0,0,3,2,37,24,15,50,No Grades Included Reported,0,139731,0,2263,0,141994,0,141994,392,343,1274,1470,443,0,196,882,0,0,2000,0,0,0,0,6086,0,3660,0,6595,0,0,23341,102699,22100,148140,0.15756041582287,2897.83673469388
Rochester,MN,Trinity Presbyterian Church,Chris Harper,2022,209,98,0,7,4,4,0,0,18,3,0,3,4,5,10,0,0,0,250,No Grades Included Reported,0,809399,0,60450,0,869849,0,869849,1760,1540,5000,4000,2200,3000,900,3500,0,1700,1100,0,6500,0,0,18100,22164,27000,16400,20640,0,0,135504,591109,0,726613,0.18648716717152,4161.95693779904
Orangeburg,SC,Trinity Presbyterian Church,John Mark Patrick,2022,109,8,0,0,1,0,0,1,2,4,0,0,0,2,3,52,30,0,50,No Grades Included Reported,0,314719,60531,0,1223,376473,0,376473,420,420,2132,1564,544,604,240,788,0,0,4000,0,0,0,0,15265,5898,34232,13994,46260,0,0,126361,336881,0,463242,0.272775352839337,3453.88073394495
Kearney,NE,Trinity Presbyterian Church,Chad Anderson,2022,110,7,0,0,0,7,0,0,0,0,0,0,2,4,4,54,55,0,90,No Grades Included Reported,0,198502,0,0,0,198502,0,198502,138,138,514,476,178,198,80,278,0,0,1500,0,0,0,0,2000,2927,7600,0,5840,0,0,21867,195614,0,217481,0.100546714425628,1804.56363636364
Covington,GA,Trinity Presbyterian Church,Robert S. Rienstra,2022,146,18,0,0,5,0,0,3,4,3,0,0,2,6,5,52,63,0,115,No Grades Included Reported,0,362284,53330,5820,0,421434,0,421434,12000,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,9200,28615,13000,9000,10000,0,0,84315,295162,0,379477,0.222187378945233,2886.53424657534
Van Wyck,SC,Trinity Presbyterian Church,Chris Sewell,2022,59,13,5,2,4,0,0,0,2,0,0,2,1,2,2,28,45,32,70,No Grades Included Reported,0,0,153443,0,0,153443,0,153443,500,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,2337,0,0,0,16800,0,0,20637,120060,0,140697,0.14667690142647,2600.72881355932
Montrose,CO,Trinity Reformed Presbyterian Church,Cristian Garcia,2022,84,25,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,No Grades Included Reported,0,124089,0,0,0,124089,0,124089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,600,110585,0,111185,0.00539641138642803,1477.25
Fenton,MI,Tyrone Covenant Presbyterian Church,Lawrence Bowlin,2022,222,58,4,2,10,3,0,5,1,6,0,3,1,6,8,134,50,0,182,No Grades Included Reported,0,605425,6698,264311,2840,879274,12420,891694,1950,1505,0,13500,2150,0,0,0,0,0,6450,0,0,0,500,15976,10429,0,0,21750,0,0,74210,510977,17716,602903,0.123087793558831,3960.69369369369
Winnsboro,SC,Union Memorial Presbyterian Church,No Pastor Reported,2022,46,6,0,0,0,0,0,0,0,0,0,0,0,1,2,16,7,0,15,No Grades Included Reported,0,16250,0,0,0,16250,55000,71250,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,1000,45680,0,46680,0.0214224507283633,353.260869565217
Las Cruces,NM,University Presbyterian Church,No Pastor Reported,2022,227,46,10,4,14,11,0,1,9,23,0,6,10,5,4,103,114,205,194,No Grades Included Reported,0,731876,11325,10461,0,753662,16,753678,1960,0,0,12983,1000,1000,0,46800,0,0,4296,0,0,0,15464,15400,0,0,0,11800,0,1750,112453,451291,0,563744,0.199475293750355,3320.09691629956
Lutherville,MD,Valley Presbyterian Church,Mark Tippin,2022,110,20,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,No Grades Included Reported,0,347497,0,0,0,347497,0,347497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25749,0,0,0,0,0,25749,294049,0,319798,0.0805164510096999,3159.06363636364
North Hills,CA,Valley Presbyterian Church,Ronald S. Svendsen,2022,263,110,6,1,3,14,0,3,6,24,0,5,4,7,7,117,48,10,168,P,47,661974,0,0,0,661974,0,661974,1000,1000,2600,2000,1000,1000,0,8100,0,0,5100,0,0,0,0,0,4457,40391,0,21732,0,0,88380,554490,0,642870,0.137477250454991,2517.01140684411
Northfield,NJ,Hope Community Church PCA,No Pastor Reported,2022,30,7,3,0,1,6,0,0,0,0,0,0,0,2,0,18,17,9,35,No Grades Included Reported,0,82663,740,0,46041,129444,138,129582,0,0,615,75,0,0,0,0,0,0,400,0,1200,0,600,1200,3000,0,1450,1200,0,0,9740,112049,0,121789,0.0799743819228338,4314.8
Eighty Four,PA,View Crest Presbyterian Church,Shaun M. Nolan,2022,76,39,2,3,2,0,0,0,3,2,0,2,0,4,4,45,40,40,90,No Grades Included Reported,0,232740,7323,0,240063,480126,22742,502868,100,0,0,0,0,0,0,8800,0,0,3750,0,0,0,0,1375,0,24450,4150,641,0,500,43766,202069,0,245835,0.178029979457766,6317.44736842105
New Bern,NC,Village Chapel Presbyterian Church,R. Norman Evans,2022,68,0,0,0,0,2,0,1,0,0,0,0,0,2,3,0,0,0,25,No Grades Included Reported,0,139793,0,0,0,139793,0,139793,0,0,0,0,0,0,0,6400,0,1200,1800,0,0,0,0,800,0,800,0,1600,0,0,12600,121187,0,133787,0.0941795540672861,2055.77941176471
Colorado Springs,CO,Village Seven Presbyterian Church,D. Christopher Hodge,2022,1391,306,12,7,25,34,0,17,46,83,1,8,9,33,14,756,536,350,848,MH,108,3992124,157475,36865,55691,4242155,1331,4243486,10000,3000,6000,158900,3000,3000,0,25200,0,0,7800,0,137545,0,0,1232,136448,0,0,223971,0,0,716096,2901199,108000,3725295,0.192225313699989,3049.71603163192
College Park,MD,Wallace Presbyterian Church,Ryan Moore,2022,510,139,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,No Grades Included Reported,0,945540,0,0,0,945540,0,945540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148429,0,0,0,0,0,148429,960713,0,1109142,0.133823261584179,1854.0
Bristol,TN,Walnut Hill Presbyterian Church,J. Andrew Moehn,2022,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,No Grades Included Reported,0,148714,0,0,0,148714,0,148714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26467,0,0,0,0,0,26467,0,0,26467,1.0,1858.925
Waynesboro,MS,Waynesboro Presbyterian Church,No Pastor Reported,2022,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,No Grades Included Reported,0,48290,0,0,0,48290,0,48290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6060,0,0,0,0,0,6060,44420,0,50480,0.120047543581616,2682.77777777778
Chocowinity,NC,Wayside Presbyterian Church,Jan Gerard Dykshoorn,2022,48,0,0,0,2,1,0,1,3,6,0,0,0,4,0,25,12,0,25,No Grades Included Reported,0,67387,0,0,0,67387,13577,80964,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,500,40412,0,40912,0.0122213531482206,1403.89583333333
Signal Mountain,TN,Wayside Presbyterian Church,Brian Cosby,2022,235,66,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,No Grades Included Reported,0,646358,0,0,0,646358,0,646358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17825,0,0,0,0,0,17825,537875,0,555700,0.0320766600683822,2750.45957446809
Wellington,FL,Christ Community Church PCA Palm Beach,Peter A. Bartuska,2022,127,25,0,2,10,0,0,1,0,0,0,1,2,6,3,59,26,30,117,No Grades Included Reported,0,578973,23803,1550,3500,607826,22060,629886,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4254,8143,38931,13125,3000,5000,0,74953,525255,0,600208,0.124878375496495,4786.03149606299
Hopewell,VA,West End Presbyterian Church,No Pastor Reported,2022,81,27,1,0,0,0,0,4,0,2,0,0,1,5,4,57,32,47,68,No Grades Included Reported,0,183610,54721,0,1822,240153,0,240153,500,0,500,0,0,0,0,4600,0,0,460,0,0,0,0,0,6209,13800,7375,20425,0,0,53869,175117,0,228986,0.235250189967946,2964.85185185185
Harriman,TN,West Hills Presbyterian Church,Jeffrey D. Jenkins,2022,64,3,0,0,0,0,0,1,1,2,0,0,0,3,3,35,15,15,30,No Grades Included Reported,0,136486,15550,1200,0,153236,1867,155103,500,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,1000,0,11950,0,0,0,0,14950,121455,0,136405,0.109600087973315,2394.3125
Hopewell,VA,West Hopewell Presbyterian Church,Ethan Mullis,2022,73,10,1,3,2,1,0,1,0,1,0,1,1,5,3,45,24,12,52,No Grades Included Reported,0,224838,945,710,0,226493,16,226509,250,0,250,250,250,250,250,7875,0,0,1500,0,0,0,0,6773,12433,19000,4200,156,0,0,53437,169860,0,223297,0.239309081626712,3102.64383561644
Johnson City,TN,Westminster Presbyterian Church,Andrew Lee Wyatt,2022,372,106,1,0,57,0,0,4,4,0,1,1,6,10,8,188,112,0,302,P,112,1692182,5169,10600,11532,1719483,222723,1942206,4049,1953,24354,114135,2790,2790,1116,5022,0,6466,6000,0,42973,13600,0,35139,11317,0,0,47400,0,0,319104,1077541,77899,1474544,0.216408598183574,4622.26612903226
Roswell,GA,Westminster Japanese Church,No Pastor Reported,2022,47,51,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,No Grades Included Reported,0,106037,0,0,0,106037,0,106037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3700,0,0,0,0,0,3700,82101,0,85801,0.0431230405240032,2256.10638297872
Jacksonville,FL,Westminster Presbyterian Church,Stephen Spinnenweber,2022,120,32,0,0,13,5,0,1,5,2,0,0,7,7,5,69,40,30,100,No Grades Included Reported,0,391907,24069,5120,0,421096,0,421096,646,610,1052,1620,0,0,323,0,0,0,1080,0,0,0,0,24415,12943,13000,13000,35500,0,3000,107189,260083,43623,410895,0.260867131505616,3509.13333333333
Butler,PA,Westminster Presbyterian Church,Dwight Dunn,2022,223,61,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,No Grades Included Reported,0,415040,0,0,0,415040,0,415040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341325,0,0,0,0,0,341325,411235,0,752560,0.453551876262358,1861.16591928251
Ft. Myers,FL,Westminster Presbyterian Church,Ryan Broadhurst,2022,200,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,35,120,130,PKEM,107,586326,17565,0,1133,605024,159601,764625,1033,0,102400,16800,0,0,0,19150,0,0,10386,0,5000,10200,0,30000,0,20400,0,4800,7200,0,227369,297320,0,524689,0.433340512189125,3025.12
Elgin,IL,Westminster Presbyterian Church,Robin Cho,2022,134,28,1,14,0,2,0,0,7,30,0,0,4,3,4,74,44,90,95,PKEMH,349,558367,3440,15605,0,577412,350376,927788,1216,1064,3952,32260,1368,1520,0,7300,0,1000,3500,0,0,0,0,12721,507,0,0,7750,5004,0,79162,756249,0,835411,0.0947581489829557,4309.0447761194
Boone,NC,CrossPoint Community Church,M. Scott Stewart,2022,40,0,0,0,0,0,0,0,0,17,0,0,1,3,2,34,0,73,250,No Grades Included Reported,0,289000,0,0,0,289000,0,289000,1200,0,0,0,0,0,0,0,0,0,1250,0,0,0,0,11600,4000,2400,0,5400,0,0,25850,227000,0,252850,0.102234526399051,7225.0
Rock Hill,SC,Westminster Presbyterian Church,Michael W. Honeycutt,2022,1224,230,16,0,44,7,0,18,18,2,0,6,8,19,38,640,0,0,642,PKEMH,639,3600403,0,0,855425,4455828,38849,4494677,4000,2000,8000,19128,0,0,0,32000,0,0,27000,0,0,0,0,0,82200,167764,0,83382,42500,0,467974,3098442,0,3566416,0.131216885523169,3640.38235294118
Brandon,FL,Westminster Presbyterian Church,Wes Holland Jr.,2022,150,31,4,1,0,2,0,1,8,0,0,1,4,5,2,74,24,86,97,P,89,445984,4171,0,6514,456669,330815,787484,232,340,800,800,360,360,160,2096,0,996,0,0,0,0,3000,102690,13807,14860,0,8100,0,0,148601,622349,0,770950,0.192750502626629,3044.46
Muncie,IN,Westminster Presbyterian Church,Kristofer Holroyd,2022,263,61,3,1,2,2,0,0,3,16,0,1,2,15,9,166,100,136,200,No Grades Included Reported,0,908458,42635,810,0,951903,3249,955152,2500,0,4000,4000,2250,2500,1000,6000,0,0,17400,1750,4316,59650,0,36799,31656,0,0,40490,0,0,214311,0,0,214311,1.0,3619.40304182509
Clinton,SC,Westminster Presbyterian Church,Chad Reynolds,2022,210,0,0,0,7,2,0,0,5,0,0,0,4,6,7,65,65,70,109,No Grades Included Reported,0,397777,31225,51758,4228,484988,6861,491849,1250,285,500,500,200,200,100,100,0,0,2400,0,0,0,0,1169,5285,25344,3600,4710,16400,0,62043,397329,24342,483714,0.128263808779568,2309.46666666667
Milton,FL,Westminster Presbyterian Church,Robert S. Hornick,2022,34,1,0,0,1,2,0,3,0,0,0,0,0,2,1,2,10,8,25,No Grades Included Reported,0,142778,0,0,0,142778,0,142778,300,0,200,3400,0,0,200,400,0,0,400,0,0,400,0,1550,0,0,0,1050,0,0,7900,93270,0,101170,0.0780863892458239,4199.35294117647
